description,amount,date,category
MUSCATBAYRESORTPOSCHATHAMONTARIO,-2453.51,2026-02-19,Travel and Hotels
travelerscanadaCORNWALLONTARIO,-552.57,2025-12-14,Insurance
ONLINEPURCHASETDINSURANCECANADA,-196.47,2026-02-10,Insurance
PAYMENTTOEQUITABLEBANKMORTGAGEFORSeptember2022,-12038.59,2025-12-24,Loan Payments
Bmo Mortgage Canada Store #739,-8335.78,2026-03-13,Loan Payments
ATM Cash Withdrw Nawras Real Estate 905060 13:10:46,-1057.28,2026-04-04,Rent Payments
ATM Cash DEP IKEA Oman 394381,-372.64,2025-12-07,Home Goods and Furniture
@lowestrates.cacanada,-446.33,2026-02-28,Insurance
PAYMENT TO IBRI MEDICAL CENTER FOR January 2022,-1565.9,2026-03-08,Medical and Health
TRF AL MASSARAT PRIVATE SCHOOL,-6345.7,2026-04-10,Education
PAYMENT TO STEVE MADDEN CANADA FOR August 2021,-127.36,2025-12-09,Shopping & Retail
radissonhotelottawaAMHERST,-2975.1,2026-01-03,Travel and Hotels
PUR-DIABETES,-5223.02,2026-05-06,Charity Donations
PUR-HALTONRE,-61.21,2026-05-11,Housing and Utilities
BAYSHOREHOMEHEALTH2602,-1462.49,2026-01-03,Medical and Health
PUR-PLATINUM,-2073.52,2025-12-16,Rent Payments
CapitalMarketAuthorityOman-payment,-160.97,2026-02-08,Savings and Investments
FINANCIAL SERVICES COMMISSION ONTARIO TXNID:1408107,-581.59,2026-02-15,Government Services
HAFEZRESTAURANTPOSSEEB,-84.24,2026-02-06,Dining and Cafes
SUREX CANADA#5695,-562.86,2025-12-02,Insurance
TRF NORTHVIEW RESIDENTIAL REIT,-2410.57,2026-04-05,Rent Payments
AHLI BANK SAVINGS ACCOUNT 1410,-327.02,2026-03-03,Savings and Investments
Payment:CITY OF TORONTO PARKING,-933.22,2026-04-03,Government Services
TELUSHOMEPOSSPRUCEGROVE,-207.58,2026-03-05,Housing and Utilities
BOOTSPHARMACYOMANPAYMENT,-2836.64,2026-02-07,Medical and Health
DawaPharmacyOmanStore#837,-1507.56,2026-03-05,Medical and Health
Gusto Payroll Canada Trnsfr,9978.41,2025-03-29,Salary / Payroll
ATM Cash DEP Foresters Financial Canada 304711,-366.23,2026-02-08,Insurance
ATMCashWithdrwWagepointCanada17082519:51:11,6366.52,2026-04-28,Salary / Payroll
PUR-BIRDSCOO,-22698.96,2026-02-10,Fuel and Transport
FIRST WEST CREDIT UNION *9932,482.44,2026-11-30,Bank Charges
MANULIFE INVESTMENTS CANADA SERVICE CHARGE,-1843.05,2026-05-13,Savings and Investments
AVANTI PAYROLL CANADA / EDMONTON,30069.36,2026-02-28,Salary / Payroll
Starzplay Oman Store #711,-73.76,2025-12-08,Other / Uncategorized
Payment:SONNETINSURANCE,-469.16,2026-04-07,Insurance
Oman Diabetes Association Store #784,-1925.54,2026-01-14,Charity Donations
International Wire Canada - payment,-326.91,2025-12-07,Bank Charges
RECEIPT SELKIRK COLLEGE BC ESQUIMALT,-5256.05,2026-05-05,Education
rennabroadbandEDMONTON,-183.53,2026-02-10,Telecom
Transfer from Sohar Mall,71.07,2026-05-29,Entertainment and Leisure
www.be'ahenvironmentalservices.com,-94.99,2026-03-13,Housing and Utilities
MASTERCARDROGERSPREPAIDCANADA*5085,-71.71,2026-04-14,Telecom
KUMON OMAN LLC,-10945.71,2026-01-09,Education
SALAMMOBILE CARD*9174,-71.48,2026-04-02,Telecom
E-TRANSFER SUZUKI SERVICE OMAN,-8601.31,2026-04-09,Fuel and Transport
MOHAWK GAS CANADA PAYMENT,-28336.09,2026-05-03,Fuel and Transport
INTERAC JUST ENERGY CANADA BURNABY,-284.03,2026-02-09,Housing and Utilities
Wallet Trx 4858615105735 AL MADINA REAL ESTATE,-255.51,2025-12-17,Rent Payments
WAL Cr4264949010764 BM,866.22,2026-05-30,Government Support and Pensions
UPWORKPAYMENT_RUW,3810.45,2026-05-29,Business or Freelance Income
www.rogersprepaidcanada.com,-198.53,2025-12-16,Telecom
ONLINEPURCHASEAPPLETREEURGENTCARE,-483.6,2026-05-03,Medical and Health
RECEIVED_FROM_Muttrah_Garage,19162.41,2026-05-28,Fuel and Transport
TRF AZAIBA MEDICAL CENTER,-4979.0,2026-03-26,Medical and Health
ONLINE PURCHASE CEBA REPAYMENT REVERSAL CANADA,4296.85,2026-05-28,Business or Freelance Income
TRANSPORTCANADAPAYMENT,-362.38,2025-11-15,Government Services
Wallet Trx 7066356239316 PALETTE LIVING CANADA,-422.97,2026-02-05,Home Goods and Furniture
ROYAL AGRICULTURAL WINTER FAIR TORONTOPOSJOLIETTE,-65.09,2026-04-04,Entertainment and Leisure
POS PURCHASE CITY OF CALGARY WATER Sep 18,-180.66,2026-02-17,Housing and Utilities
Wallet Trx 5520595437428 AL BANDER HOTEL,-1483.6,2026-02-03,Travel and Hotels
MASTERCARDCIBCEMPLOYEESALARY*6688,27767.3,2025-12-28,Salary / Payroll
PAYMENT TO FRANKLIN TEMPLETON CANADA FOR June 2024,-1809.35,2025-12-22,Savings and Investments
OMANGOLFCLUB#2038,-34.17,2026-01-19,Entertainment and Leisure
KITCHENER UTILITIES:PAY,-129.37,2026-04-09,Housing and Utilities
MASTERCARDMUSCATRENTACAR*3437,-37224.35,2025-12-06,Fuel and Transport
THE NOODLE HOUSEPOSIQALUIT,-279.64,2026-02-18,Dining and Cafes
Pottery Barn Canada - payment,-427.94,2025-12-20,Home Goods and Furniture
RECEIPT SITEGROUND CANADA NEW GLASGOW,-691.68,2026-03-01,Other / Uncategorized
Transfer from Service Manitoba,538.34,2026-02-28,Government Services
Payment:CANADIAN WILDLIFE FEDERATION,-2954.73,2026-03-18,Charity Donations
ALMUS_91,-621.29,2026-04-25,Medical and Health
ATMCashDEPKiaFinancialCanada270525,-12328.15,2026-02-27,Vehicle Loans and Fines
Ahli Bank Oman - payment,-368.46,2026-03-02,Bank Charges
TRF TO BOWLING CITY OMAN,-5.84,2026-04-02,Entertainment and Leisure
OmanSubmarine-payment,-86.16,2025-11-12,Entertainment and Leisure
courseracanadadebit,-11119.66,2026-01-09,Education
POS264275-thw-aljazeerarentacar,-37710.58,2025-12-26,Fuel and Transport
URBAN DECAY CANADA_HIG,-207.15,2026-03-26,Shopping & Retail
Diam Water Trnsfr,40.13,2025-12-28,Housing and Utilities
Wallet Trx 7342478026831 FREELANCE WEB DEVELOPMENT INCOME,1244.23,2026-02-28,Business or Freelance Income
txn NAWRAS PAY OMAN,-676.64,2026-01-16,Other / Uncategorized
txn WADI SHAB TOURS,-7.2,2025-11-26,Entertainment and Leisure
Transfer from Canada Emergency Response Benefit CERB,363.76,2026-05-30,Government Support and Pensions
WEEBLYCANADA2708,-255.33,2026-04-22,Other / Uncategorized
zoom canada debit,-794.98,2026-01-02,Other / Uncategorized
TRF OMAN REINSURANCE COMPANY,-275.4,2026-03-11,Insurance
VISA DEBIT ALIZZ ISLAMIC SAVINGS NEP,-629.47,2026-02-25,Savings and Investments
ATM Cash DEP Manulife Canada 589110,-391.58,2025-12-10,Insurance
POS PURCHASE MUSCAT ELECTRICITY SALARY Jun 20,10363.21,2026-01-30,Salary / Payroll
WALCr1694283295242BM,-320.24,2026-04-07,Shopping & Retail
ATM Cash Withdrw Ontario Government Salary 708425 22:52:37,4789.04,2026-12-30,Salary / Payroll
PAYMENTTOPIER1CANADAFOROctober2023,-338.81,2025-12-04,Home Goods and Furniture
POS 382840-AMERICAN LYCEUM INTERNATIONAL SCHOOL - 923 P O BOX 604,-9978.27,2026-03-08,Education
@camhfoundationcanada,-601.6,2026-01-09,Charity Donations
POS PURCHASE OMAN CANCER ASSOCIATION Jun 24,-8329.72,2026-02-18,Charity Donations
Wallet Trx 4809943607430 EMIRATES NBD OMAN,-314.96,2026-01-10,Bank Charges
SAFEFUTURE INSURANCE:REC,-755.9,2026-04-04,Insurance
RECEIVED_FROM_KM_Trading,70.08,2026-05-30,Groceries
SAFEFUTURE INSURANCE / GRANDE PRAIRIE,-150.78,2025-12-23,Insurance
MASTERCARD OMAN ENVIRONMENT SOCIETY *1298,-54.2,2025-12-03,Charity Donations
BusinessGrantIncomeCanada-payment,1817.99,2026-04-30,Business or Freelance Income
OSN OMANPOSSARNIA,-11.06,2026-01-03,Other / Uncategorized
INTERAC GABRIEL PIZZA CANADA PRINCE ALBERT,-31.35,2025-12-08,Dining and Cafes
NATIONAL BANK OF OMAN LTD,-114.92,2026-04-12,Bank Charges
SCOTIABANK LOAN CANADA_76985,-17245.89,2025-12-28,Loan Payments
OPWP TXNID:6821424,-284.4,2026-04-05,Housing and Utilities
alraffdfundincomeomanAMHERST,2831.34,2026-04-28,Business or Freelance Income
googleadsensecanadaBURLINGTON ONTARIO,4283.36,2026-01-29,Business or Freelance Income
WIX CANADA PAYMENT,-623.36,2026-01-04,Other / Uncategorized
Alizz Islamic Financing x9635,-18219.79,2025-12-16,Loan Payments
RECEIPT HOME TRUST GIC VAUGHAN,-114.28,2026-04-03,Savings and Investments
POS PURCHASE SALALAH RESTAURANT Apr 25,-132.43,2026-05-10,Dining and Cafes
IeltsPreparationCentreOmanStore#169,-12530.8,2026-03-04,Education
MINISTRY OF INFORMATION OMAN PAYMENT,-110.56,2026-03-03,Government Services
POS PURCHASE OMANTEL 5G OMAN Oct 6,-138.71,2026-03-09,Telecom
www.rbctfsacanada.com,-1114.34,2026-03-08,Savings and Investments
ADOBECREATIVECLOUDCANADASERVICECHARGE,-122.61,2026-05-02,Other / Uncategorized
MASTERCARD PAYLOCITY *1464,13048.69,2025-05-30,Salary / Payroll
INTERACMUSCATMUNICIPALITYWATER&SEWERAGEBARRIE,-175.77,2026-03-26,Housing and Utilities
Royal Court Pension Oman Trnsfr,115.33,2026-05-29,Government Support and Pensions
MASTERCARD NEWFOUNDLAND POWER *4103,-37.19,2026-03-14,Housing and Utilities
ATM Cash DEP RBC Insurance Canada 310855,-630.41,2026-01-02,Insurance
INTERACROYALFURNITUREOMANVERNONBC,-402.52,2026-03-07,Home Goods and Furniture
POS 498233-thw-hamiltonpubliclibrary,-763.48,2025-11-06,Government Services
TWITCHPAYOUTCANADA0704,6802.42,2026-11-29,Business or Freelance Income
CANADIAN WESTERN BANK AUTO LOAN *8744,-3948.34,2026-03-24,Vehicle Loans and Fines
WALCr7799348687372BM,5601.84,2026-01-29,Business or Freelance Income
MINISTRYOFAGRICULTUREOMANSERVICECHARGE,-795.67,2026-02-07,Government Services
PUR-TELUSBUS,-172.52,2025-11-04,Telecom
Transfer from Telus Mobility Canada,193.79,2026-01-29,Telecom
ATMCashWithdrwPearsonConventionCentre28049611:58:26,-84.15,2026-03-28,Entertainment and Leisure
ATMCashWithdrwRemedy'sRxCanada51702313:16:09,-3781.53,2026-01-19,Medical and Health
MASTERCARD FREELANCE DESIGN INCOME *9367,842.22,2026-03-29,Business or Freelance Income
VISADEBITMELANIELYNEADA,-51.88,2026-01-09,Shopping & Retail
ONLINE PURCHASE EURO FURNITURE OMAN,-277.07,2026-03-09,Home Goods and Furniture
www.ukgpayrollcanada.com,679.2,2026-12-29,Salary / Payroll
NATIONAL BANK PAYROLLPOSGLOUCESTER,36722.09,2025-04-29,Salary / Payroll
BELL FIBE TV CANADA / WHITBY,-168.63,2025-12-02,Telecom
NATIONALUNIVERSITYSCIENCETECHNOLOGYOMAN:REC,-12171.64,2025-12-27,Education
VALLEY FIRST CREDIT UNION CARD*7338,125.53,2026-04-29,Bank Charges
TANGERINE TFSA CANADA *8332,-1149.3,2026-01-09,Savings and Investments
E-TRANSFER ZAFRANI RESTAURANT,-130.03,2025-12-17,Dining and Cafes
FREELANCE PHOTOGRAPHY INCOME TXNID:3607248,5698.21,2026-02-28,Business or Freelance Income
CHERRY BOMB COFFEE TORONTO#3650,-125.44,2026-01-03,Dining and Cafes
POS CALGARY AIRPORT PARKING **3271,-30133.46,2025-11-14,Fuel and Transport
POS WEST EDMONTON MALL ENTERTAINMENT **2835,-51.68,2026-03-11,Entertainment and Leisure
www.ontariodisabilitysupportprogram.com,315.95,2026-01-28,Government Support and Pensions
POS SAIT CALGARY **7674,-1902.88,2026-04-05,Education
CONNECTFIRST CREDIT UNION / IQALUIT,361.64,2026-04-28,Bank Charges
PACE Credit Union Trnsfr,364.78,2026-02-28,Bank Charges
VISADEBITINTACTFINANCIALCANADAJAL,-459.77,2026-04-01,Insurance
POS PURCHASE GROUPE PROMUTUEL May 23,-942.33,2025-11-24,Insurance
OMAN AIR#8567,-4063.85,2026-05-06,Travel and Hotels
KINGSTONTRANSITCARD*9980,-15270.91,2026-05-09,Fuel and Transport
GUSTO PAYROLL CANADA *3530,31215.8,2025-05-28,Salary / Payroll
GOOGLE CLOUD CANADA TXNID:7047520,-448.25,2026-03-22,Other / Uncategorized
POLO RALPH LAUREN OMANPOSBRANTFORD,-240.06,2026-04-08,Shopping & Retail
ONLINEPURCHASEGREAT-WESTLIFECANADA,-48.24,2026-04-05,Insurance
INTERACOOREDOOPREPAIDOMANPENTICTON,-75.31,2026-04-08,Telecom
RECEIVED_FROM_Papa_John's_Oman,90.46,2026-12-29,Dining and Cafes
LEITH WHEELER CANADA / MARKHAM,-69.4,2026-03-06,Savings and Investments
INTERAC CIBC HOME EQUITY CANADA MONCTON,-10855.59,2025-11-14,Loan Payments
OmantelTrnsfr,58.97,2026-12-30,Telecom
INTERACOUTOFTHECOLDCANADAFREDERICTON,-8031.34,2026-01-25,Charity Donations
WAL Cr5036779577395 BM,308.48,2026-02-28,Business or Freelance Income
H&MCanadax7341,-490.96,2026-05-02,Shopping & Retail
OAB OMAN ARAB BANK *7837,-14.5,2026-02-06,Bank Charges
mcmaster university debit,-10272.56,2025-12-08,Education
POS 915235-SASKPOWER - 137 P O BOX 493,-165.71,2026-01-14,Housing and Utilities
VISADEBITVISIONINSURANCEOMANBRA,-384.41,2025-12-06,Insurance
TRF TO BELL DEVICE PROTECTION,-61.64,2026-05-04,Telecom
SalamAir Trnsfr,652.38,2026-11-29,Travel and Hotels
MARRIOTT CHATEAU CHAMPLAIN MONTREAL SAOG,-866.01,2026-05-04,Travel and Hotels
POS CANADIAN WESTERN BANK AUTO LOAN **6630,-3131.62,2026-04-09,Vehicle Loans and Fines
www.peeldistrictcreditunion.com,219.86,2026-12-29,Bank Charges
Muscat Festival Events Store #55,-47.19,2026-02-06,Entertainment and Leisure
MuscatTrafficFineStore#589,-4895.59,2025-12-01,Vehicle Loans and Fines
ministry of social development oman trsf,389.51,2025-11-29,Government Support and Pensions
Wallet Trx 6368365472106 CIBC CANADA,-396.35,2025-12-16,Bank Charges
ALMADINAFURNITURECARD*3201,-70.11,2026-02-08,Home Goods and Furniture
Payment:CERB CANADA,161.6,2025-02-28,Government Support and Pensions
SephoraOmanTrnsfr,387.52,2026-12-29,Shopping & Retail
INTERAC TRIDEL RENTAL HAMRIYA,-542.72,2026-04-04,Rent Payments
SALALAH COOPPOSPRINCE ALBERT,-140.16,2026-01-15,Groceries
Start.Ca Canada Store #652,-146.7,2026-02-03,Telecom
BMOLI_44,-1963.45,2026-05-14,Loan Payments
PUR-SEARSHOM,-374.83,2025-11-22,Home Goods and Furniture
DR.SU_64,-49.23,2026-03-19,Medical and Health
ONLINEPURCHASELGSHOPOMAN,-183.93,2025-12-12,Shopping & Retail
POS 649120-LE CHATEAU CANADA - 509 P O BOX 793,-193.9,2025-12-04,Shopping & Retail
MITCHELL WHALE INSURANCE CANADAPOSWINNIPEG,-196.98,2026-02-22,Insurance
POS PURCHASE OMAN INVESTMENT CERTIFICATE Nov 20,-541.08,2025-12-12,Savings and Investments
KIKO MILANO OMAN LLC,-338.4,2026-05-22,Shopping & Retail
POS 621923-AGF INVESTMENTS CANADA - 763 P O BOX 225,-1973.22,2025-12-27,Savings and Investments
ATMCashDEPOmanRedCrescent801153,-5479.75,2026-04-01,Charity Donations
TOPCASHBACK CANADA PAYMENT,-966.44,2025-11-18,Other / Uncategorized
INTERACNATIONALPAYROLLOMANBELLEVILLEONTARIO,3044.26,2026-03-30,Salary / Payroll
AFRICAN LION SAFARI_82223,-87.42,2026-03-22,Entertainment and Leisure
MAXIQ_70,-44.07,2026-01-04,Groceries
WESTINOTTAWATXNID:8510174,-3921.05,2026-03-12,Travel and Hotels
PAYMENT TO SIXT RENT A CAR OMAN FOR September 2023,-2087.99,2026-03-02,Fuel and Transport
CANADIANWESTERNBANKFEE/KAMLOOPS,-303.76,2026-04-05,Bank Charges
UNION GAS / GLOUCESTER,-156.23,2026-05-22,Housing and Utilities
RAINBOW INTERNATIONAL SCHOOL_AIR,-12133.57,2026-04-28,Education
txn BAIT AL ZUBAIR MUSEUM,-66.54,2026-01-02,Entertainment and Leisure
VISA DEBIT ALIZZ ISLAMIC SAVINGS DRU,-767.14,2026-02-09,Savings and Investments
WAGEPOINT CANADA *2878,29401.4,2025-05-29,Salary / Payroll
FREELANCE PHOTOGRAPHY INCOME *2187,1233.22,2025-11-30,Business or Freelance Income
MASTERCARD MONTREAL GENERAL HOSPITAL *1095,-58.36,2026-04-23,Medical and Health
WAL Cr2871911681284 BM,-18.33,2026-03-04,Telecom
ATM Cash Withdrw The Dorian Calgary 463070 16:10:31,-3496.63,2025-12-07,Travel and Hotels
ATM Cash DEP Ceridian HCM 868982,17464.87,2026-02-28,Salary / Payroll
WAL Cr9567589732851 BM,-893.97,2025-11-03,Other / Uncategorized
www.desjardinssalary.com,15617.44,2026-01-30,Salary / Payroll
PUR-HARDEE'S,-170.74,2026-05-25,Dining and Cafes
ATM Cash DEP GO Bus Canada 397788,-37592.1,2026-02-04,Fuel and Transport
POS214863-thw-bankmuscat,-489.81,2026-04-07,Bank Charges
Nama Electricity Supply Company Store #537,-134.07,2025-12-17,Housing and Utilities
RONA CANADA_90318,-448.31,2026-01-26,Home Goods and Furniture
SUBWAYCANADALTD,-120.93,2026-03-01,Dining and Cafes
RECEIVED_FROM_Ghubra_Pharmacy,4421.54,2026-01-30,Medical and Health
TRF KALDI COFFEE,-29.59,2026-03-03,Dining and Cafes
GSTHSTCREDITCANADATXNID:3748673,232.06,2026-11-29,Government Support and Pensions
VISA DEBIT DAYFORCE PAYROLL CANADA MUS,16830.63,2025-04-29,Salary / Payroll
PUR-DURHAMCO,-7336.21,2026-04-08,Education
NBOHOMEFINANCETXNID:2061482,-10987.89,2026-02-10,Loan Payments
POS OMAN RUGBY CLUB **6314,-81.94,2026-04-02,Entertainment and Leisure
ARABIA FALCON INSURANCE *2620,-306.28,2025-11-18,Insurance
AHLI BANK AUTO FINANCE PAYMENT,-12850.61,2026-02-07,Vehicle Loans and Fines
txn BMO AUTO FINANCE CANADA,-13294.83,2026-02-07,Vehicle Loans and Fines
TransferfromBriarlaneRentalPropertyManagement,-1773.02,2026-04-05,Rent Payments
ATMCashDEPRBCPayrollCanada111421,25483.55,2026-11-28,Salary / Payroll
EPCOR UTILITIES EDMONTON *8466,-291.11,2025-11-10,Housing and Utilities
ATMCashDEPDuqmSEZAuthority515493,-243.63,2026-03-22,Government Services
TORONTO HYDRO / FORT MCMURRAY,-117.95,2026-02-20,Housing and Utilities
AL MAWALEH APARTMENTSPOSLONGUEUIL,-488.95,2026-02-01,Rent Payments
RECEIPT PIZZAVILLE CANADA RUSTAQ,-26.9,2026-01-05,Dining and Cafes
Transfer from City Centre Muscat,21.31,2025-01-30,Entertainment and Leisure
WILBURMEXICANATORONTO:TRF,-98.05,2026-03-11,Dining and Cafes
PAYMENTTODIRECTDEPOSITPAYROLLFORSeptember2023,27352.84,2025-01-29,Salary / Payroll
smilesdentalcanadaSARNIA,-1412.51,2026-01-13,Medical and Health
TELUS INTERNET CANADA CARD*6214,-161.7,2025-12-12,Telecom
POS DORMEZ-VOUS CANADA **4640,-64.24,2026-03-16,Home Goods and Furniture
WAL Cr2071338349939 BM,-118.31,2025-12-24,Housing and Utilities
www.fairmontbanffsprings.com,-4368.44,2026-03-02,Travel and Hotels
gustopayrollcanadaMOOSE JAW,21872.2,2025-02-28,Salary / Payroll
Payment:CAPITAL POWER CANADA,-158.03,2026-02-25,Housing and Utilities
txnGOVERNMENTBUSINESSSUBSIDYCANADA,3828.68,2026-03-29,Business or Freelance Income
SOFTWARE LICENSE OMAN *2766,-723.29,2026-01-10,Other / Uncategorized
ATM Cash DEP Metro Vancouver Water 633208,-35.29,2026-03-03,Housing and Utilities
Wallet Trx 5220102307587 NATIONAL BANK CANADA,-432.1,2026-03-19,Bank Charges
WATERLOO LANGUAGE INSTITUTE 0912,-14714.89,2026-01-01,Education
Mazoon College Trnsfr,13302.13,2026-02-28,Education
www.hamiltonwaterutility.com,-171.89,2026-04-16,Housing and Utilities
RBCHOMEEQUITYCANADA_CHA,-8353.01,2025-11-19,Loan Payments
ministryofmanpoweromanNAPANEE,-41.22,2026-04-25,Government Services
@baitalzubairmuseum,-28.88,2026-03-12,Entertainment and Leisure
Transfer from Axiom Accessories Oman,276.51,2026-02-28,Other / Uncategorized
oman oil payment,-13848.96,2026-04-17,Fuel and Transport
RECEIPT CANADIAN WILDLIFE FEDERATION MAPLE RIDGE,-2228.67,2026-02-02,Charity Donations
VISA DEBIT TYPO OMAN ADA,-106.92,2025-12-01,Shopping & Retail
union gas payment,-165.19,2026-05-03,Housing and Utilities
@lexusserviceoman,-33953.15,2025-12-10,Fuel and Transport
ATM Cash Withdrw Monsoon Restaurant Oman 879388 04:45:05,-91.32,2026-03-04,Dining and Cafes
AL SAADA MEDICAL CENTER_SWI,-3687.27,2025-11-18,Medical and Health
WESTIN HARBOUR CASTLE TORONTO:PAY,-2664.84,2026-03-08,Travel and Hotels
BMO TFSA CANADA *9171,-621.37,2025-12-14,Savings and Investments
BANK OF CHINA CANADAPOSSAHAM,-101.75,2026-04-07,Bank Charges
netflixcanadasubtrsf,-968.0,2025-12-06,Other / Uncategorized
MUSCATTRAFFICFINESAOG,-11129.15,2026-04-09,Vehicle Loans and Fines
www.banknizwa.com,-425.25,2026-02-20,Bank Charges
BC FERRIES#3316,-28794.2,2026-04-04,Fuel and Transport
SOTHEBY'S INTERNATIONAL CANADA / SAGUENAY,-1429.18,2026-03-21,Rent Payments
INTERAC TROPICANA COMMUNITY SERVICES TORONTO,-8007.81,2025-11-06,Charity Donations
LEXUS SERVICE OMAN SERVICE CHARGE,-45890.81,2026-01-15,Fuel and Transport
E-TRANSFER MERCATTO RESTAURANT TORONTO,-107.01,2026-04-09,Dining and Cafes
RECEIVED_FROM_MoneyGram_Canada,696.23,2025-11-28,Other / Uncategorized
RECEIVED_FROM_Ashley_HomeStore_Canada,48.31,2026-12-30,Home Goods and Furniture
POS LENDING LOOP CANADA **4190,-7841.9,2026-02-25,Loan Payments
POS QURUM BEACH CAFE **8535,-72.61,2026-03-15,Dining and Cafes
TRF TO CHATEAU LACOMBE EDMONTON,-1534.4,2026-01-02,Travel and Hotels
WAL Cr7588979864262 BM,-926.69,2026-03-03,Insurance
fairstonefinancialcanadaPRINCE RUPERT,-7668.27,2026-01-21,Loan Payments
ATMCashDEPTelusBusinessCanada282413,-170.4,2026-05-04,Telecom
BABYSHOP LLC,-45.2,2025-11-04,Shopping & Retail
WALCr4230451399876BM,-4932.69,2025-12-14,Education
EQUITABLEBANKMORTGAGE*1439,-19222.76,2026-03-08,Loan Payments
WAL Cr2717597474564 BM,24708.89,2026-02-28,Salary / Payroll
Transfer from Aptech Computer Education Oman,4405.62,2025-01-30,Education
VISA DEBIT EQUITABLE BANK LOAN PET,-12248.71,2026-04-02,Loan Payments
@medcantoronto,-1926.85,2025-12-10,Medical and Health
PUR-STEINBAC,-376.8,2025-12-06,Savings and Investments
TRF ODLUM BROWN CANADA,-299.24,2025-12-02,Savings and Investments
Express Taxi Co. Trnsfr,19159.5,2026-01-28,Fuel and Transport
RENTPAYMENTMONTREALCARD*7768,-2115.24,2026-02-26,Rent Payments
TRFTOMEETHAQISLAMICBANKING,-274.32,2026-01-26,Bank Charges
MAX FASHION_56793,-315.75,2025-11-25,Shopping & Retail
RECEIVED_FROM_Rogers_Device_Protection,199.93,2026-01-28,Telecom
TIKTOK CREATOR FUND CANADA#3920,2416.1,2025-01-28,Business or Freelance Income
POS 631720-OASIS CONVENIENCE STORE - 692 P O BOX 704,-198.9,2026-01-07,Groceries
OMAN WATER AND WASTEWATER SERVICES SERVICE CHARGE,-171.02,2025-12-27,Housing and Utilities
POS OMAN WATER AND WASTEWATER SERVICES **4959,-111.41,2025-12-09,Housing and Utilities
RogersIgniteTVx5225,-162.14,2025-12-24,Telecom
www.sunny'sfoodmarket.com,-65.25,2026-02-20,Groceries
Payment:OQ GROUP SALARY,39475.25,2025-02-28,Salary / Payroll
TransferfromAlMeera,-229.61,2026-02-27,Groceries
MUSCAT HILLS GOLF CLUB SERVICE CHARGE,-95.3,2026-02-20,Entertainment and Leisure
THINKIFIC CANADA SERVICE CHARGE,5840.19,2026-03-29,Business or Freelance Income
MASTERCARD OMAN DATA PARK *1604,-899.95,2026-03-04,Other / Uncategorized
AEROPOSTALE OMAN 2907,-243.43,2026-04-26,Shopping & Retail
AL HARAMAIN PERFUMES LLC,-116.19,2026-03-09,Shopping & Retail
Payment:FLAIR AIRLINES CANADA,-4813.07,2025-12-09,Travel and Hotels
ONLINEPURCHASECITYGASOMAN,-57.06,2026-04-03,Housing and Utilities
